Region Code,Region,Group,Country,ISO3,Hazard,Hazard Label,Source,Peak Score,Peak Month,Risk Category,Months in Risk Category,High or Very High Months,June,July,August,UN Subregion,UN Intermediate Region,UN Regional Group
0,Africa,Floods/TC,"Tanzania, United Republic of",TZA,TC,Tropical Cyclone,INFORM risk-score API,0.0,June,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Floods/TC,Togo,TGO,TC,Tropical Cyclone,INFORM risk-score API,0.0,June,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Floods/TC,Uganda,UGA,TC,Tropical Cyclone,INFORM risk-score API,0.0,June,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Floods/TC,Zambia,ZMB,TC,Tropical Cyclone,INFORM risk-score API,0.0,June,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Floods/TC,Zimbabwe,ZWE,TC,Tropical Cyclone,INFORM risk-score API,0.0,June,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Somalia,SOM,WF,Wildfire,GWIS seasonal API,62.31,July,Very High,3,3,46.40415782608696,62.30937739130435,57.21313608695652,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Mauritania,MRT,WF,Wildfire,GWIS seasonal API,56.89,June,Very High,2,3,56.887402608695645,33.423269999999995,14.931283913043478,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Namibia,NAM,WF,Wildfire,GWIS seasonal API,45.99,August,Very High,3,3,34.15309347826087,37.90199434782608,45.99272086956522,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,Djibouti,DJI,WF,Wildfire,GWIS seasonal API,42.36,June,Very High,3,3,42.363991739130434,33.59178260869565,18.27003,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Botswana,BWA,WF,Wildfire,GWIS seasonal API,35.67,August,Very High,3,3,20.90467304347826,24.024571304347827,35.673429999999996,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,Niger,NER,WF,Wildfire,GWIS seasonal API,35.63,June,Very High,2,2,35.633676521739126,21.865506086956522,8.827427826086955,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Angola,AGO,WF,Wildfire,GWIS seasonal API,29.31,August,Very High,3,3,21.183466956521738,26.407794347826087,29.314287391304347,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Eritrea,ERI,WF,Wildfire,GWIS seasonal API,28.91,June,Very High,1,2,28.910446956521742,14.787116521739131,7.581933043478261,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Sudan,SDN,WF,Wildfire,GWIS seasonal API,28.09,June,Very High,1,2,28.09293086956522,15.11413043478261,7.064631739130435,Northern Africa,,Northern Africa
0,Africa,Drought/Wildfire,Mali,MLI,WF,Wildfire,GWIS seasonal API,26.27,June,Very High,1,2,26.26544608695652,11.300868260869564,3.8861060869565223,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Zambia,ZMB,WF,Wildfire,GWIS seasonal API,25.67,August,Very High,2,3,14.886929130434781,18.64940304347826,25.672001739130437,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Senegal,SEN,WF,Wildfire,GWIS seasonal API,24.79,June,Very High,1,2,24.788813478260867,9.861666086956522,3.112092608695652,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Zimbabwe,ZWE,WF,Wildfire,GWIS seasonal API,21.8,August,Very High,1,3,12.57153739130435,15.2474,21.80349565217391,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Chad,TCD,WF,Wildfire,GWIS seasonal API,21.19,June,Very High,1,2,21.185301739130438,9.04531,2.239086956521739,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,South Africa,ZAF,WF,Wildfire,GWIS seasonal API,21.03,August,Very High,1,3,12.301091304347825,14.930845217391305,21.03193260869565,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,"Tanzania, United Republic of",TZA,WF,Wildfire,GWIS seasonal API,15.74,August,High,3,3,10.23322347826087,14.525273913043478,15.739043043478262,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Ethiopia,ETH,WF,Wildfire,GWIS seasonal API,15.55,July,High,3,3,14.486801304347827,15.547612608695653,14.900122173913044,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Malawi,MWI,WF,Wildfire,GWIS seasonal API,13.93,August,High,2,2,7.614281739130434,9.531454782608694,13.925098260869566,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Mozambique,MOZ,WF,Wildfire,GWIS seasonal API,13.64,August,High,2,2,8.475114782608696,10.034907391304348,13.644246086956521,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Madagascar,MDG,WF,Wildfire,GWIS seasonal API,12.45,August,High,2,2,8.359461304347827,10.707041739130434,12.45234347826087,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Burkina Faso,BFA,WF,Wildfire,GWIS seasonal API,11.76,June,High,1,1,11.76108304347826,3.611706956521739,0.5773226086956522,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,"Eswatini, Kingdom of",SWZ,WF,Wildfire,GWIS seasonal API,11.16,August,High,2,2,7.482152173913043,9.722502173913044,11.155253913043477,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,Burundi,BDI,WF,Wildfire,GWIS seasonal API,11.14,August,High,2,2,4.2923599999999995,9.269428260869564,11.144663913043479,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Mauritius,MUS,WF,Wildfire,GWIS seasonal API,10.92,August,High,2,2,8.770222608695653,10.798952173913044,10.920208695652175,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Cabo Verde,CPV,WF,Wildfire,GWIS seasonal API,10.1,June,High,1,1,10.099072173913044,7.212296521739131,4.523637391304348,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Democratic Republic of Congo,COD,WF,Wildfire,GWIS seasonal API,9.97,July,High,1,1,6.981052608695652,9.970495217391305,7.655347391304348,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Rwanda,RWA,WF,Wildfire,GWIS seasonal API,9.96,July,High,2,2,4.979366521739131,9.960155652173913,9.706128260869566,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Lesotho,LSO,WF,Wildfire,GWIS seasonal API,7.56,August,Medium,2,0,3.7325126086956524,5.215510869565217,7.564601739130435,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,"Gambia, Republic of The",GMB,WF,Wildfire,GWIS seasonal API,7.51,June,Medium,1,0,7.507181739130434,2.2537156521739132,0.14817521739130435,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Nigeria,NGA,WF,Wildfire,GWIS seasonal API,5.99,June,Medium,1,0,5.989051739130434,1.9021034782608695,0.30368304347826086,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Guinea-Bissau,GNB,WF,Wildfire,GWIS seasonal API,5.11,June,Medium,1,0,5.110555217391304,0.13926608695652173,0.0075382608695652165,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,South Sudan,SSD,WF,Wildfire,GWIS seasonal API,3.51,June,Low,1,0,3.5131160869565217,1.3182247826086957,0.7901517391304348,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Comoros,COM,WF,Wildfire,GWIS seasonal API,3.03,July,Low,2,0,1.8384734782608698,3.0311952173913044,2.569123913043478,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Sao Tome and Principe,STP,WF,Wildfire,GWIS seasonal API,2.69,August,Low,1,0,0.8825191304347826,1.8508821739130434,2.6864417391304345,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Benin,BEN,WF,Wildfire,GWIS seasonal API,2.67,June,Low,1,0,2.6685660869565218,0.6657004347826087,0.1135,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Uganda,UGA,WF,Wildfire,GWIS seasonal API,2.49,July,Low,1,0,1.6671239130434785,2.493916956521739,1.4212069565217391,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Congo,COG,WF,Wildfire,GWIS seasonal API,2.11,August,Low,1,0,0.8154908695652174,1.8718734782608695,2.111513043478261,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Gabon,GAB,WF,Wildfire,GWIS seasonal API,1.72,August,Very Low,3,0,0.3645282608695652,1.1752247826086957,1.723718695652174,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Togo,TGO,WF,Wildfire,GWIS seasonal API,1.51,June,Very Low,3,0,1.5146339130434785,0.33492782608695654,0.08773521739130435,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Ghana,GHA,WF,Wildfire,GWIS seasonal API,1.24,June,Very Low,3,0,1.241511304347826,0.33376260869565216,0.20626652173913043,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Cameroon,CMR,WF,Wildfire,GWIS seasonal API,0.7,June,Very Low,3,0,0.7011021739130435,0.2150791304347826,0.0779891304347826,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Seychelles,SYC,WF,Wildfire,GWIS seasonal API,0.69,August,Very Low,3,0,0.3806391304347826,0.4195173913043479,0.6948239130434782,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Guinea,GIN,WF,Wildfire,GWIS seasonal API,0.68,June,Very Low,3,0,0.6822147826086957,0.02680782608695652,0.00540695652173913,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Central African Republic,CAF,WF,Wildfire,GWIS seasonal API,0.58,June,Very Low,3,0,0.5775304347826087,0.09852782608695652,0.02068608695652174,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Côte d'Ivoire,CIV,WF,Wildfire,GWIS seasonal API,0.35,June,Very Low,3,0,0.35149478260869566,0.1466008695652174,0.12454434782608696,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Equatorial Guinea,GNQ,WF,Wildfire,GWIS seasonal API,0.15,August,Very Low,3,0,0.019479565217391304,0.09509434782608696,0.14951,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Liberia,LBR,WF,Wildfire,GWIS seasonal API,0.02,August,Very Low,3,0,0.002940869565217391,0.01818695652173913,0.02460826086956522,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Sierra Leone,SLE,WF,Wildfire,GWIS seasonal API,0.01,June,Very Low,3,0,0.01452304347826087,0.0011882608695652174,0.0011082608695652176,Sub-Saharan Africa,Western Africa,Western Africa
1,Americas,Drought/Wildfire,Brazil,BRA,DR,Drought,INFORM risk-score API,4.5,June,Medium,3,0,4.5,4.5,4.5,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Honduras,HND,DR,Drought,INFORM risk-score API,4.5,June,Medium,3,0,4.5,4.3,4.2,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Cuba,CUB,DR,Drought,INFORM risk-score API,4.2,June,Medium,1,0,4.2,3.5,3.3,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Bolivia,BOL,DR,Drought,INFORM risk-score API,4.1,June,Medium,3,0,4.1,4.1,4.1,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Nicaragua,NIC,DR,Drought,INFORM risk-score API,4.1,June,Medium,2,0,4.1,3.8,3.5,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,United States,USA,DR,Drought,INFORM risk-score API,4.1,August,Medium,2,0,3.4,3.9,4.1,Northern America,,Northern America
1,Americas,Drought/Wildfire,Guatemala,GTM,DR,Drought,INFORM risk-score API,3.8,June,Medium,3,0,3.8,3.8,3.8,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Mexico,MEX,DR,Drought,INFORM risk-score API,3.8,June,Medium,3,0,3.8,3.7,3.6,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Haiti,HTI,DR,Drought,INFORM risk-score API,3.7,June,Medium,1,0,3.7,3.4,3.4,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Peru,PER,DR,Drought,INFORM risk-score API,3.7,June,Medium,1,0,3.7,3.5,3.5,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Guyana,GUY,DR,Drought,INFORM risk-score API,3.6,June,Medium,2,0,3.6,3.6,3.1,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Paraguay,PRY,DR,Drought,INFORM risk-score API,3.5,June,Low,3,0,3.5,3.5,3.5,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Canada,CAN,DR,Drought,INFORM risk-score API,3.4,June,Low,2,0,3.4,2.3,1.6,Northern America,,Northern America
1,Americas,Drought/Wildfire,El Salvador,SLV,DR,Drought,INFORM risk-score API,3.3,June,Low,3,0,3.3,3.2,3.2,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Ecuador,ECU,DR,Drought,INFORM risk-score API,2.4,June,Low,3,0,2.4,2.2,2.4,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Jamaica,JAM,DR,Drought,INFORM risk-score API,2.1,August,Low,1,0,1.8,1.4,2.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Uruguay,URY,DR,Drought,INFORM risk-score API,2.1,June,Low,1,0,2.1,1.9,1.9,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Argentina,ARG,DR,Drought,INFORM risk-score API,2.0,June,Very Low,3,0,2.0,1.6,1.6,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Colombia,COL,DR,Drought,INFORM risk-score API,1.8,June,Very Low,3,0,1.8,1.5,1.6,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Panama,PAN,DR,Drought,INFORM risk-score API,1.2,June,Very Low,3,0,1.2,1.0,0.9,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Venezuela,VEN,DR,Drought,INFORM risk-score API,1.1,June,Very Low,3,0,1.1,1.0,0.9,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Belize,BLZ,DR,Drought,INFORM risk-score API,1.0,June,Very Low,3,0,1.0,0.1,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Costa Rica,CRI,DR,Drought,INFORM risk-score API,1.0,June,Very Low,3,0,1.0,1.0,1.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Barbados,BRB,DR,Drought,INFORM risk-score API,0.5,June,Very Low,3,0,0.5,0.5,0.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Dominican Republic,DOM,DR,Drought,INFORM risk-score API,0.5,June,Very Low,3,0,0.5,0.5,0.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Grenada,GRD,DR,Drought,INFORM risk-score API,0.5,June,Very Low,3,0,0.5,0.5,0.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Saint Lucia,LCA,DR,Drought,INFORM risk-score API,0.5,June,Very Low,3,0,0.5,0.5,0.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Saint Vincent and the Grenadines,VCT,DR,Drought,INFORM risk-score API,0.5,June,Very Low,3,0,0.5,0.5,0.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Chile,CHL,DR,Drought,INFORM risk-score API,0.3,June,Very Low,3,0,0.3,0.3,0.3,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Trinidad and Tobago,TTO,DR,Drought,INFORM risk-score API,0.3,June,Very Low,3,0,0.3,0.3,0.3,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Antigua and Barbuda,ATG,DR,Drought,INFORM risk-score API,0.0,June,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Bahamas,BHS,DR,Drought,INFORM risk-score API,0.0,June,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Dominica,DMA,DR,Drought,INFORM risk-score API,0.0,June,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Saint Kitts and Nevis,KNA,DR,Drought,INFORM risk-score API,0.0,June,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Suriname,SUR,DR,Drought,INFORM risk-score API,0.0,June,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Suriname,SUR,FL,Flood,INFORM risk-score API,8.6,June,Very High,1,1,8.6,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Chile,CHL,FL,Flood,INFORM risk-score API,5.6,June,High,1,1,5.6,2.4,2.4,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Venezuela,VEN,FL,Flood,INFORM risk-score API,4.5,June,Medium,1,0,4.5,2.2,2.2,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Brazil,BRA,FL,Flood,INFORM risk-score API,4.3,June,Medium,1,0,4.3,2.2,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,United States,USA,FL,Flood,INFORM risk-score API,3.8,July,Medium,1,0,3.5,3.8,3.2,Northern America,,Northern America
1,Americas,Floods/TC,Cuba,CUB,FL,Flood,INFORM risk-score API,3.6,June,Medium,1,0,3.6,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Paraguay,PRY,FL,Flood,INFORM risk-score API,3.6,July,Medium,1,0,1.2,3.6,1.2,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Canada,CAN,FL,Flood,INFORM risk-score API,3.5,June,Low,1,0,3.5,1.2,1.7,Northern America,,Northern America
1,Americas,Floods/TC,Colombia,COL,FL,Flood,INFORM risk-score API,3.4,June,Low,3,0,3.4,2.7,2.7,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Dominican Republic,DOM,FL,Flood,INFORM risk-score API,3.1,June,Low,1,0,3.1,1.5,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Jamaica,JAM,FL,Flood,INFORM risk-score API,3.1,June,Low,1,0,3.1,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Nicaragua,NIC,FL,Flood,INFORM risk-score API,2.9,June,Low,1,0,2.9,1.5,0.7,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Haiti,HTI,FL,Flood,INFORM risk-score API,2.6,June,Low,1,0,2.6,1.3,0.4,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Honduras,HND,FL,Flood,INFORM risk-score API,2.6,June,Low,1,0,2.6,0.6,1.3,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Guyana,GUY,FL,Flood,INFORM risk-score API,2.4,July,Low,1,0,0.0,2.4,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Guatemala,GTM,FL,Flood,INFORM risk-score API,1.9,June,Very Low,3,0,1.9,1.3,1.9,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Mexico,MEX,FL,Flood,INFORM risk-score API,1.9,June,Very Low,3,0,1.9,1.9,1.9,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Argentina,ARG,FL,Flood,INFORM risk-score API,1.6,June,Very Low,3,0,1.6,1.6,0.8,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Uruguay,URY,FL,Flood,INFORM risk-score API,1.6,June,Very Low,3,0,1.6,0.0,0.8,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Costa Rica,CRI,FL,Flood,INFORM risk-score API,1.3,July,Very Low,3,0,0.7,1.3,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,El Salvador,SLV,FL,Flood,INFORM risk-score API,1.2,June,Very Low,3,0,1.2,0.6,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Ecuador,ECU,FL,Flood,INFORM risk-score API,0.8,June,Very Low,3,0,0.8,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Panama,PAN,FL,Flood,INFORM risk-score API,0.8,July,Very Low,3,0,0.4,0.8,0.4,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Antigua and Barbuda,ATG,FL,Flood,INFORM risk-score API,0.1,June,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Bahamas,BHS,FL,Flood,INFORM risk-score API,0.1,June,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Barbados,BRB,FL,Flood,INFORM risk-score API,0.1,June,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Dominica,DMA,FL,Flood,INFORM risk-score API,0.1,June,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Grenada,GRD,FL,Flood,INFORM risk-score API,0.1,June,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Saint Kitts and Nevis,KNA,FL,Flood,INFORM risk-score API,0.1,June,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Saint Lucia,LCA,FL,Flood,INFORM risk-score API,0.1,June,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Saint Vincent and the Grenadines,VCT,FL,Flood,INFORM risk-score API,0.1,June,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Belize,BLZ,FL,Flood,INFORM risk-score API,0.0,June,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Bolivia,BOL,FL,Flood,INFORM risk-score API,0.0,June,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Peru,PER,FL,Flood,INFORM risk-score API,0.0,June,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Trinidad and Tobago,TTO,FL,Flood,INFORM risk-score API,0.0,June,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,United States,USA,TC,Tropical Cyclone,INFORM risk-score API,4.1,August,Medium,1,0,0.8,2.6,4.1,Northern America,,Northern America
1,Americas,Floods/TC,Mexico,MEX,TC,Tropical Cyclone,INFORM risk-score API,3.5,August,Low,2,0,0.6,2.3,3.5,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,El Salvador,SLV,TC,Tropical Cyclone,INFORM risk-score API,3.3,August,Low,2,0,1.2,2.2,3.3,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Bahamas,BHS,TC,Tropical Cyclone,INFORM risk-score API,3.2,August,Low,1,0,0.1,1.8,3.2,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Antigua and Barbuda,ATG,TC,Tropical Cyclone,INFORM risk-score API,2.9,August,Low,1,0,0.1,1.6,2.9,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Cuba,CUB,TC,Tropical Cyclone,INFORM risk-score API,2.7,August,Low,1,0,0.1,1.5,2.7,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Dominican Republic,DOM,TC,Tropical Cyclone,INFORM risk-score API,2.7,August,Low,1,0,0.1,1.4,2.7,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Jamaica,JAM,TC,Tropical Cyclone,INFORM risk-score API,2.7,August,Low,1,0,0.1,1.5,2.7,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Belize,BLZ,TC,Tropical Cyclone,INFORM risk-score API,2.6,August,Low,1,0,0.1,1.4,2.6,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Dominica,DMA,TC,Tropical Cyclone,INFORM risk-score API,2.6,August,Low,1,0,0.1,1.4,2.6,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Haiti,HTI,TC,Tropical Cyclone,INFORM risk-score API,2.5,August,Low,1,0,0.1,1.4,2.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Saint Kitts and Nevis,KNA,TC,Tropical Cyclone,INFORM risk-score API,2.2,August,Low,1,0,0.1,1.2,2.2,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Guatemala,GTM,TC,Tropical Cyclone,INFORM risk-score API,2.1,August,Low,1,0,0.4,1.3,2.1,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Honduras,HND,TC,Tropical Cyclone,INFORM risk-score API,2.1,August,Low,1,0,0.4,1.3,2.1,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Nicaragua,NIC,TC,Tropical Cyclone,INFORM risk-score API,1.8,August,Very Low,3,0,0.4,1.2,1.8,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Barbados,BRB,TC,Tropical Cyclone,INFORM risk-score API,1.7,August,Very Low,3,0,0.1,0.9,1.7,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Saint Lucia,LCA,TC,Tropical Cyclone,INFORM risk-score API,1.7,August,Very Low,3,0,0.1,1.0,1.7,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Saint Vincent and the Grenadines,VCT,TC,Tropical Cyclone,INFORM risk-score API,1.6,August,Very Low,3,0,0.1,0.9,1.6,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Colombia,COL,TC,Tropical Cyclone,INFORM risk-score API,1.5,August,Very Low,3,0,0.0,0.8,1.5,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Canada,CAN,TC,Tropical Cyclone,INFORM risk-score API,1.1,August,Very Low,3,0,0.2,0.7,1.1,Northern America,,Northern America
