Region Code,Region,Group,Country,ISO3,Hazard,Hazard Label,Source,Peak Score,Peak Month,Risk Category,Months in Risk Category,High or Very High Months,July,August,September,UN Subregion,UN Intermediate Region,UN Regional Group
0,Africa,Floods/TC,Sudan,SDN,TC,Tropical Cyclone,INFORM risk-score API,0.0,July,Very Low,3,0,0.0,0.0,0.0,Northern Africa,,Northern Africa
0,Africa,Floods/TC,"Tanzania, United Republic of",TZA,TC,Tropical Cyclone,INFORM risk-score API,0.0,July,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Floods/TC,Togo,TGO,TC,Tropical Cyclone,INFORM risk-score API,0.0,July,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Floods/TC,Uganda,UGA,TC,Tropical Cyclone,INFORM risk-score API,0.0,July,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Floods/TC,Zambia,ZMB,TC,Tropical Cyclone,INFORM risk-score API,0.0,July,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Floods/TC,Zimbabwe,ZWE,TC,Tropical Cyclone,INFORM risk-score API,0.0,July,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Somalia,SOM,WF,Wildfire,GWIS seasonal API,62.31,July,Very High,3,3,62.30937739130435,57.21313608695652,44.19036565217391,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Namibia,NAM,WF,Wildfire,GWIS seasonal API,52.64,September,Very High,3,3,37.90199434782608,45.99272086956522,52.64260130434782,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,Botswana,BWA,WF,Wildfire,GWIS seasonal API,44.66,September,Very High,3,3,24.024571304347827,35.673429999999996,44.65885347826087,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,Djibouti,DJI,WF,Wildfire,GWIS seasonal API,33.59,July,Very High,3,3,33.59178260869565,18.27003,18.614182608695653,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Mauritania,MRT,WF,Wildfire,GWIS seasonal API,33.42,July,Very High,1,3,33.423269999999995,14.931283913043478,15.992006956521738,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Zambia,ZMB,WF,Wildfire,GWIS seasonal API,32.63,September,Very High,3,3,18.64940304347826,25.672001739130437,32.625410869565215,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Angola,AGO,WF,Wildfire,GWIS seasonal API,29.31,August,Very High,3,3,26.407794347826087,29.314287391304347,27.705294347826086,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Zimbabwe,ZWE,WF,Wildfire,GWIS seasonal API,28.24,September,Very High,2,3,15.2474,21.80349565217391,28.23901347826087,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,South Africa,ZAF,WF,Wildfire,GWIS seasonal API,28.19,September,Very High,2,3,14.930845217391305,21.03193260869565,28.193038695652174,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,Niger,NER,WF,Wildfire,GWIS seasonal API,21.87,July,Very High,1,2,21.865506086956522,8.827427826086955,16.74016347826087,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Malawi,MWI,WF,Wildfire,GWIS seasonal API,19.49,September,Very High,1,3,9.531454782608694,13.925098260869566,19.485084782608695,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Mozambique,MOZ,WF,Wildfire,GWIS seasonal API,17.75,September,Very High,1,3,10.034907391304348,13.644246086956521,17.745811304347825,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,"Tanzania, United Republic of",TZA,WF,Wildfire,GWIS seasonal API,17.22,September,Very High,1,3,14.525273913043478,15.739043043478262,17.224604782608697,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Ethiopia,ETH,WF,Wildfire,GWIS seasonal API,15.55,July,High,3,3,15.547612608695653,14.900122173913044,13.482612173913044,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Sudan,SDN,WF,Wildfire,GWIS seasonal API,15.11,July,High,2,2,15.11413043478261,7.064631739130435,11.649068260869564,Northern Africa,,Northern Africa
0,Africa,Drought/Wildfire,Eritrea,ERI,WF,Wildfire,GWIS seasonal API,14.79,July,High,2,2,14.787116521739131,7.581933043478261,12.590899130434781,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Madagascar,MDG,WF,Wildfire,GWIS seasonal API,14.74,September,High,3,3,10.707041739130434,12.45234347826087,14.743298260869565,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Lesotho,LSO,WF,Wildfire,GWIS seasonal API,14.69,September,High,1,1,5.215510869565217,7.564601739130435,14.694768260869566,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,Mauritius,MUS,WF,Wildfire,GWIS seasonal API,11.62,September,High,3,3,10.798952173913044,10.920208695652175,11.623084347826087,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Mali,MLI,WF,Wildfire,GWIS seasonal API,11.3,July,High,1,1,11.300868260869564,3.8861060869565223,6.864104782608696,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,"Eswatini, Kingdom of",SWZ,WF,Wildfire,GWIS seasonal API,11.16,August,High,3,3,9.722502173913044,11.155253913043477,10.678394782608695,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,Burundi,BDI,WF,Wildfire,GWIS seasonal API,11.14,August,High,2,2,9.269428260869564,11.144663913043479,8.161820869565217,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Democratic Republic of Congo,COD,WF,Wildfire,GWIS seasonal API,9.97,July,High,1,1,9.970495217391305,7.655347391304348,4.004183478260869,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Rwanda,RWA,WF,Wildfire,GWIS seasonal API,9.96,July,High,2,2,9.960155652173913,9.706128260869566,5.247773043478261,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Senegal,SEN,WF,Wildfire,GWIS seasonal API,9.86,July,High,1,1,9.861666086956522,3.112092608695652,1.984643043478261,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Chad,TCD,WF,Wildfire,GWIS seasonal API,9.05,July,High,1,1,9.04531,2.239086956521739,6.962706956521739,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Cabo Verde,CPV,WF,Wildfire,GWIS seasonal API,7.21,July,Medium,1,0,7.212296521739131,4.523637391304348,2.149012608695652,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Burkina Faso,BFA,WF,Wildfire,GWIS seasonal API,3.61,July,Low,1,0,3.611706956521739,0.5773226086956522,1.4421034782608695,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Comoros,COM,WF,Wildfire,GWIS seasonal API,3.03,July,Low,3,0,3.0311952173913044,2.569123913043478,2.284173913043478,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Sao Tome and Principe,STP,WF,Wildfire,GWIS seasonal API,2.69,August,Low,1,0,1.8508821739130434,2.6864417391304345,1.79496,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Uganda,UGA,WF,Wildfire,GWIS seasonal API,2.49,July,Low,1,0,2.493916956521739,1.4212069565217391,1.2415860869565218,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,"Gambia, Republic of The",GMB,WF,Wildfire,GWIS seasonal API,2.25,July,Low,1,0,2.2537156521739132,0.14817521739130435,0.06940304347826087,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Congo,COG,WF,Wildfire,GWIS seasonal API,2.11,August,Low,1,0,1.8718734782608695,2.111513043478261,1.0236,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Nigeria,NGA,WF,Wildfire,GWIS seasonal API,1.9,July,Very Low,3,0,1.9021034782608695,0.30368304347826086,0.7031626086956522,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Gabon,GAB,WF,Wildfire,GWIS seasonal API,1.72,August,Very Low,3,0,1.1752247826086957,1.723718695652174,0.6041517391304349,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,South Sudan,SSD,WF,Wildfire,GWIS seasonal API,1.32,July,Very Low,3,0,1.3182247826086957,0.7901517391304348,1.153491304347826,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Seychelles,SYC,WF,Wildfire,GWIS seasonal API,0.69,August,Very Low,3,0,0.4195173913043479,0.6948239130434782,0.31341608695652173,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Benin,BEN,WF,Wildfire,GWIS seasonal API,0.67,July,Very Low,3,0,0.6657004347826087,0.1135,0.12840652173913042,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Ghana,GHA,WF,Wildfire,GWIS seasonal API,0.33,July,Very Low,3,0,0.33376260869565216,0.20626652173913043,0.054497391304347824,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Togo,TGO,WF,Wildfire,GWIS seasonal API,0.33,July,Very Low,3,0,0.33492782608695654,0.08773521739130435,0.04665217391304348,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Cameroon,CMR,WF,Wildfire,GWIS seasonal API,0.22,July,Very Low,3,0,0.2150791304347826,0.0779891304347826,0.05080565217391304,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Côte d'Ivoire,CIV,WF,Wildfire,GWIS seasonal API,0.15,July,Very Low,3,0,0.1466008695652174,0.12454434782608696,0.022530869565217392,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Equatorial Guinea,GNQ,WF,Wildfire,GWIS seasonal API,0.15,August,Very Low,3,0,0.09509434782608696,0.14951,0.012245652173913045,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Guinea-Bissau,GNB,WF,Wildfire,GWIS seasonal API,0.14,July,Very Low,3,0,0.13926608695652173,0.0075382608695652165,0.009781304347826087,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Central African Republic,CAF,WF,Wildfire,GWIS seasonal API,0.1,July,Very Low,3,0,0.09852782608695652,0.02068608695652174,0.016341304347826085,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Guinea,GIN,WF,Wildfire,GWIS seasonal API,0.03,July,Very Low,3,0,0.02680782608695652,0.00540695652173913,0.006814782608695652,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Liberia,LBR,WF,Wildfire,GWIS seasonal API,0.02,August,Very Low,3,0,0.01818695652173913,0.02460826086956522,0.0005326086956521738,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Sierra Leone,SLE,WF,Wildfire,GWIS seasonal API,0.0,July,Very Low,3,0,0.0011882608695652174,0.0011082608695652176,0.0003708695652173913,Sub-Saharan Africa,Western Africa,Western Africa
1,Americas,Drought/Wildfire,Brazil,BRA,DR,Drought,INFORM risk-score API,4.5,July,Medium,3,0,4.5,4.5,4.5,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Honduras,HND,DR,Drought,INFORM risk-score API,4.3,July,Medium,3,0,4.3,4.2,4.2,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Bolivia,BOL,DR,Drought,INFORM risk-score API,4.1,July,Medium,3,0,4.1,4.1,4.1,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,United States,USA,DR,Drought,INFORM risk-score API,4.1,August,Medium,2,0,3.9,4.1,3.5,Northern America,,Northern America
1,Americas,Drought/Wildfire,Guatemala,GTM,DR,Drought,INFORM risk-score API,3.8,July,Medium,3,0,3.8,3.8,3.8,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Nicaragua,NIC,DR,Drought,INFORM risk-score API,3.8,July,Medium,1,0,3.8,3.5,3.5,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Mexico,MEX,DR,Drought,INFORM risk-score API,3.7,July,Medium,2,0,3.7,3.6,3.5,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Guyana,GUY,DR,Drought,INFORM risk-score API,3.6,July,Medium,1,0,3.6,3.1,2.9,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Cuba,CUB,DR,Drought,INFORM risk-score API,3.5,July,Low,3,0,3.5,3.3,3.3,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Haiti,HTI,DR,Drought,INFORM risk-score API,3.5,September,Low,3,0,3.4,3.4,3.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Paraguay,PRY,DR,Drought,INFORM risk-score API,3.5,July,Low,3,0,3.5,3.5,3.5,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Peru,PER,DR,Drought,INFORM risk-score API,3.5,July,Low,3,0,3.5,3.5,3.5,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,El Salvador,SLV,DR,Drought,INFORM risk-score API,3.2,July,Low,3,0,3.2,3.2,3.2,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Argentina,ARG,DR,Drought,INFORM risk-score API,2.4,September,Low,1,0,1.6,1.6,2.4,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Ecuador,ECU,DR,Drought,INFORM risk-score API,2.4,August,Low,3,0,2.2,2.4,2.4,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Canada,CAN,DR,Drought,INFORM risk-score API,2.3,July,Low,1,0,2.3,1.6,1.4,Northern America,,Northern America
1,Americas,Drought/Wildfire,Jamaica,JAM,DR,Drought,INFORM risk-score API,2.1,August,Low,1,0,1.4,2.1,1.9,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Uruguay,URY,DR,Drought,INFORM risk-score API,1.9,July,Very Low,3,0,1.9,1.9,1.7,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Colombia,COL,DR,Drought,INFORM risk-score API,1.7,September,Very Low,3,0,1.5,1.6,1.7,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Costa Rica,CRI,DR,Drought,INFORM risk-score API,1.0,July,Very Low,3,0,1.0,1.0,1.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Panama,PAN,DR,Drought,INFORM risk-score API,1.0,July,Very Low,3,0,1.0,0.9,0.9,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Venezuela,VEN,DR,Drought,INFORM risk-score API,1.0,July,Very Low,3,0,1.0,0.9,0.7,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Barbados,BRB,DR,Drought,INFORM risk-score API,0.5,July,Very Low,3,0,0.5,0.5,0.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Dominican Republic,DOM,DR,Drought,INFORM risk-score API,0.5,July,Very Low,3,0,0.5,0.5,0.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Grenada,GRD,DR,Drought,INFORM risk-score API,0.5,July,Very Low,3,0,0.5,0.5,0.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Saint Lucia,LCA,DR,Drought,INFORM risk-score API,0.5,July,Very Low,3,0,0.5,0.5,0.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Saint Vincent and the Grenadines,VCT,DR,Drought,INFORM risk-score API,0.5,July,Very Low,3,0,0.5,0.5,0.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Chile,CHL,DR,Drought,INFORM risk-score API,0.3,July,Very Low,3,0,0.3,0.3,0.3,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Trinidad and Tobago,TTO,DR,Drought,INFORM risk-score API,0.3,July,Very Low,3,0,0.3,0.3,0.3,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Belize,BLZ,DR,Drought,INFORM risk-score API,0.1,July,Very Low,3,0,0.1,0.0,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Antigua and Barbuda,ATG,DR,Drought,INFORM risk-score API,0.0,July,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Bahamas,BHS,DR,Drought,INFORM risk-score API,0.0,July,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Dominica,DMA,DR,Drought,INFORM risk-score API,0.0,July,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Saint Kitts and Nevis,KNA,DR,Drought,INFORM risk-score API,0.0,July,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Suriname,SUR,DR,Drought,INFORM risk-score API,0.0,July,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Mexico,MEX,FL,Flood,INFORM risk-score API,7.2,September,Very High,1,1,1.9,1.9,7.2,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,United States,USA,FL,Flood,INFORM risk-score API,3.8,July,Medium,1,0,3.8,3.2,2.2,Northern America,,Northern America
1,Americas,Floods/TC,Paraguay,PRY,FL,Flood,INFORM risk-score API,3.6,July,Medium,1,0,3.6,1.2,1.2,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Colombia,COL,FL,Flood,INFORM risk-score API,3.4,September,Low,3,0,2.7,2.7,3.4,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Guatemala,GTM,FL,Flood,INFORM risk-score API,3.2,September,Low,1,0,1.3,1.9,3.2,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Costa Rica,CRI,FL,Flood,INFORM risk-score API,2.6,September,Low,1,0,1.3,0.0,2.6,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Chile,CHL,FL,Flood,INFORM risk-score API,2.4,July,Low,2,0,2.4,2.4,0.8,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,El Salvador,SLV,FL,Flood,INFORM risk-score API,2.4,September,Low,1,0,0.6,0.0,2.4,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Guyana,GUY,FL,Flood,INFORM risk-score API,2.4,July,Low,1,0,2.4,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Brazil,BRA,FL,Flood,INFORM risk-score API,2.2,July,Low,1,0,2.2,0.0,1.6,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Nicaragua,NIC,FL,Flood,INFORM risk-score API,2.2,September,Low,1,0,1.5,0.7,2.2,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Venezuela,VEN,FL,Flood,INFORM risk-score API,2.2,July,Low,2,0,2.2,2.2,1.1,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Panama,PAN,FL,Flood,INFORM risk-score API,1.9,September,Very Low,3,0,0.8,0.4,1.9,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Canada,CAN,FL,Flood,INFORM risk-score API,1.7,August,Very Low,3,0,1.2,1.7,0.6,Northern America,,Northern America
1,Americas,Floods/TC,Argentina,ARG,FL,Flood,INFORM risk-score API,1.6,July,Very Low,3,0,1.6,0.8,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Dominican Republic,DOM,FL,Flood,INFORM risk-score API,1.5,July,Very Low,3,0,1.5,0.0,0.8,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Haiti,HTI,FL,Flood,INFORM risk-score API,1.3,July,Very Low,3,0,1.3,0.4,0.4,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Honduras,HND,FL,Flood,INFORM risk-score API,1.3,August,Very Low,3,0,0.6,1.3,1.3,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Uruguay,URY,FL,Flood,INFORM risk-score API,0.8,August,Very Low,3,0,0.0,0.8,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Antigua and Barbuda,ATG,FL,Flood,INFORM risk-score API,0.1,July,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Bahamas,BHS,FL,Flood,INFORM risk-score API,0.1,July,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Barbados,BRB,FL,Flood,INFORM risk-score API,0.1,July,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Dominica,DMA,FL,Flood,INFORM risk-score API,0.1,July,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Grenada,GRD,FL,Flood,INFORM risk-score API,0.1,July,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Saint Kitts and Nevis,KNA,FL,Flood,INFORM risk-score API,0.1,July,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Saint Lucia,LCA,FL,Flood,INFORM risk-score API,0.1,July,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Saint Vincent and the Grenadines,VCT,FL,Flood,INFORM risk-score API,0.1,July,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Belize,BLZ,FL,Flood,INFORM risk-score API,0.0,July,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Bolivia,BOL,FL,Flood,INFORM risk-score API,0.0,July,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Cuba,CUB,FL,Flood,INFORM risk-score API,0.0,July,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Ecuador,ECU,FL,Flood,INFORM risk-score API,0.0,July,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Jamaica,JAM,FL,Flood,INFORM risk-score API,0.0,July,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Peru,PER,FL,Flood,INFORM risk-score API,0.0,July,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Suriname,SUR,FL,Flood,INFORM risk-score API,0.0,July,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Trinidad and Tobago,TTO,FL,Flood,INFORM risk-score API,0.0,July,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Bahamas,BHS,TC,Tropical Cyclone,INFORM risk-score API,8.8,September,Very High,1,1,1.8,3.2,8.8,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Antigua and Barbuda,ATG,TC,Tropical Cyclone,INFORM risk-score API,8.4,September,Very High,1,1,1.6,2.9,8.4,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Cuba,CUB,TC,Tropical Cyclone,INFORM risk-score API,8.0,September,Very High,1,1,1.5,2.7,8.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Dominican Republic,DOM,TC,Tropical Cyclone,INFORM risk-score API,7.9,September,Very High,1,1,1.4,2.7,7.9,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Dominica,DMA,TC,Tropical Cyclone,INFORM risk-score API,7.6,September,Very High,1,1,1.4,2.6,7.6,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Belize,BLZ,TC,Tropical Cyclone,INFORM risk-score API,7.2,September,Very High,1,1,1.4,2.6,7.2,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Haiti,HTI,TC,Tropical Cyclone,INFORM risk-score API,7.2,September,Very High,1,1,1.4,2.5,7.2,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Jamaica,JAM,TC,Tropical Cyclone,INFORM risk-score API,7.2,September,Very High,1,1,1.5,2.7,7.2,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Saint Kitts and Nevis,KNA,TC,Tropical Cyclone,INFORM risk-score API,6.9,September,Very High,1,1,1.2,2.2,6.9,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,United States,USA,TC,Tropical Cyclone,INFORM risk-score API,6.8,September,Very High,1,1,2.6,4.1,6.8,Northern America,,Northern America
1,Americas,Floods/TC,Mexico,MEX,TC,Tropical Cyclone,INFORM risk-score API,6.5,September,High,1,1,2.3,3.5,6.5,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Saint Lucia,LCA,TC,Tropical Cyclone,INFORM risk-score API,4.7,September,Medium,1,0,1.0,1.7,4.7,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Barbados,BRB,TC,Tropical Cyclone,INFORM risk-score API,4.6,September,Medium,1,0,0.9,1.7,4.6,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Saint Vincent and the Grenadines,VCT,TC,Tropical Cyclone,INFORM risk-score API,4.3,September,Medium,1,0,0.9,1.6,4.3,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Colombia,COL,TC,Tropical Cyclone,INFORM risk-score API,4.1,September,Medium,1,0,0.8,1.5,4.1,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,El Salvador,SLV,TC,Tropical Cyclone,INFORM risk-score API,3.7,September,Medium,1,0,2.2,3.3,3.7,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Honduras,HND,TC,Tropical Cyclone,INFORM risk-score API,3.7,September,Medium,1,0,1.3,2.1,3.7,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Guatemala,GTM,TC,Tropical Cyclone,INFORM risk-score API,3.6,September,Medium,1,0,1.3,2.1,3.6,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Nicaragua,NIC,TC,Tropical Cyclone,INFORM risk-score API,3.1,September,Low,1,0,1.2,1.8,3.1,Latin America and the Caribbean,Central America,Central America
