Region Code,Region,Group,Country,ISO3,Hazard,Hazard Label,Source,Peak Score,Peak Month,Risk Category,Months in Risk Category,High or Very High Months,May,June,July,UN Subregion,UN Intermediate Region,UN Regional Group
0,Africa,Floods/TC,Sudan,SDN,TC,Tropical Cyclone,INFORM risk-score API,0.0,May,Very Low,3,0,0.0,0.0,0.0,Northern Africa,,Northern Africa
0,Africa,Floods/TC,Togo,TGO,TC,Tropical Cyclone,INFORM risk-score API,0.0,May,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Floods/TC,Uganda,UGA,TC,Tropical Cyclone,INFORM risk-score API,0.0,May,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Floods/TC,Zambia,ZMB,TC,Tropical Cyclone,INFORM risk-score API,0.0,May,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Mauritania,MRT,WF,Wildfire,GWIS seasonal API,69.75,May,Very High,3,3,69.74695,56.887402608695645,33.423269999999995,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Somalia,SOM,WF,Wildfire,GWIS seasonal API,62.31,July,Very High,2,3,13.394970434782609,46.40415782608696,62.30937739130435,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Niger,NER,WF,Wildfire,GWIS seasonal API,51.19,May,Very High,3,3,51.19343739130436,35.633676521739126,21.865506086956522,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Djibouti,DJI,WF,Wildfire,GWIS seasonal API,42.36,June,Very High,3,3,23.030448260869562,42.363991739130434,33.59178260869565,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Sudan,SDN,WF,Wildfire,GWIS seasonal API,42.24,May,Very High,2,3,42.23832217391304,28.09293086956522,15.11413043478261,Northern Africa,,Northern Africa
0,Africa,Drought/Wildfire,Mali,MLI,WF,Wildfire,GWIS seasonal API,39.99,May,Very High,2,3,39.99075434782609,26.26544608695652,11.300868260869564,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Senegal,SEN,WF,Wildfire,GWIS seasonal API,38.56,May,Very High,2,3,38.55971869565217,24.788813478260867,9.861666086956522,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Namibia,NAM,WF,Wildfire,GWIS seasonal API,37.9,July,Very High,3,3,31.39673043478261,34.15309347826087,37.90199434782608,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,Chad,TCD,WF,Wildfire,GWIS seasonal API,36.3,May,Very High,2,3,36.295635652173914,21.185301739130438,9.04531,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Eritrea,ERI,WF,Wildfire,GWIS seasonal API,28.91,June,Very High,2,3,28.564325217391303,28.910446956521742,14.787116521739131,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Angola,AGO,WF,Wildfire,GWIS seasonal API,26.41,July,Very High,2,3,11.738365217391303,21.183466956521738,26.407794347826087,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Botswana,BWA,WF,Wildfire,GWIS seasonal API,24.02,July,Very High,3,3,20.433921739130437,20.90467304347826,24.024571304347827,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,Burkina Faso,BFA,WF,Wildfire,GWIS seasonal API,21.1,May,Very High,1,2,21.10259565217391,11.76108304347826,3.611706956521739,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Zambia,ZMB,WF,Wildfire,GWIS seasonal API,18.65,July,Very High,1,3,9.035359130434783,14.886929130434781,18.64940304347826,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Ethiopia,ETH,WF,Wildfire,GWIS seasonal API,15.55,July,High,2,2,7.9039786956521745,14.486801304347827,15.547612608695653,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Zimbabwe,ZWE,WF,Wildfire,GWIS seasonal API,15.25,July,High,3,3,10.065860869565217,12.57153739130435,15.2474,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,South Africa,ZAF,WF,Wildfire,GWIS seasonal API,14.93,July,High,3,3,12.364334347826086,12.301091304347825,14.930845217391305,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,Guinea-Bissau,GNB,WF,Wildfire,GWIS seasonal API,14.76,May,High,1,1,14.764156956521738,5.110555217391304,0.13926608695652173,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,"Tanzania, United Republic of",TZA,WF,Wildfire,GWIS seasonal API,14.53,July,High,2,2,4.337859565217392,10.23322347826087,14.525273913043478,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Cabo Verde,CPV,WF,Wildfire,GWIS seasonal API,12.46,May,High,2,2,12.462309130434782,10.099072173913044,7.212296521739131,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Nigeria,NGA,WF,Wildfire,GWIS seasonal API,12.06,May,High,1,1,12.05759347826087,5.989051739130434,1.9021034782608695,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Mauritius,MUS,WF,Wildfire,GWIS seasonal API,10.8,July,High,1,1,4.343620434782609,8.770222608695653,10.798952173913044,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Madagascar,MDG,WF,Wildfire,GWIS seasonal API,10.71,July,High,1,1,5.4996478260869575,8.359461304347827,10.707041739130434,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Mozambique,MOZ,WF,Wildfire,GWIS seasonal API,10.03,July,High,1,1,6.0057208695652164,8.475114782608696,10.034907391304348,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Democratic Republic of Congo,COD,WF,Wildfire,GWIS seasonal API,9.97,July,High,1,1,2.2515447826086956,6.981052608695652,9.970495217391305,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Rwanda,RWA,WF,Wildfire,GWIS seasonal API,9.96,July,High,1,1,1.3608247826086957,4.979366521739131,9.960155652173913,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,"Eswatini, Kingdom of",SWZ,WF,Wildfire,GWIS seasonal API,9.72,July,High,1,1,4.201755217391304,7.482152173913043,9.722502173913044,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,Malawi,MWI,WF,Wildfire,GWIS seasonal API,9.53,July,High,1,1,4.838865217391304,7.614281739130434,9.531454782608694,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Burundi,BDI,WF,Wildfire,GWIS seasonal API,9.27,July,High,1,1,1.149273043478261,4.2923599999999995,9.269428260869564,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,"Gambia, Republic of The",GMB,WF,Wildfire,GWIS seasonal API,8.82,May,Medium,2,0,8.821813043478262,7.507181739130434,2.2537156521739132,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,South Sudan,SSD,WF,Wildfire,GWIS seasonal API,7.4,May,Medium,1,0,7.404848695652174,3.5131160869565217,1.3182247826086957,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Benin,BEN,WF,Wildfire,GWIS seasonal API,6.61,May,Medium,1,0,6.612217391304348,2.6685660869565218,0.6657004347826087,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Guinea,GIN,WF,Wildfire,GWIS seasonal API,5.67,May,Medium,1,0,5.674888695652173,0.6822147826086957,0.02680782608695652,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Lesotho,LSO,WF,Wildfire,GWIS seasonal API,5.22,July,Medium,1,0,2.711008695652174,3.7325126086956524,5.215510869565217,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,Togo,TGO,WF,Wildfire,GWIS seasonal API,3.04,May,Low,1,0,3.040764347826087,1.5146339130434785,0.33492782608695654,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Comoros,COM,WF,Wildfire,GWIS seasonal API,3.03,July,Low,1,0,0.7409521739130434,1.8384734782608698,3.0311952173913044,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Ghana,GHA,WF,Wildfire,GWIS seasonal API,2.86,May,Low,1,0,2.862767391304348,1.241511304347826,0.33376260869565216,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Uganda,UGA,WF,Wildfire,GWIS seasonal API,2.49,July,Low,1,0,0.9029965217391305,1.6671239130434785,2.493916956521739,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Central African Republic,CAF,WF,Wildfire,GWIS seasonal API,2.12,May,Low,1,0,2.119711304347826,0.5775304347826087,0.09852782608695652,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Cameroon,CMR,WF,Wildfire,GWIS seasonal API,1.89,May,Very Low,3,0,1.8925699999999999,0.7011021739130435,0.2150791304347826,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Congo,COG,WF,Wildfire,GWIS seasonal API,1.87,July,Very Low,3,0,0.1401195652173913,0.8154908695652174,1.8718734782608695,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Sao Tome and Principe,STP,WF,Wildfire,GWIS seasonal API,1.85,July,Very Low,3,0,0.17802434782608698,0.8825191304347826,1.8508821739130434,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Gabon,GAB,WF,Wildfire,GWIS seasonal API,1.18,July,Very Low,3,0,0.040467826086956524,0.3645282608695652,1.1752247826086957,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Côte d'Ivoire,CIV,WF,Wildfire,GWIS seasonal API,0.82,May,Very Low,3,0,0.8158786956521739,0.35149478260869566,0.1466008695652174,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Sierra Leone,SLE,WF,Wildfire,GWIS seasonal API,0.75,May,Very Low,3,0,0.7454934782608695,0.01452304347826087,0.0011882608695652174,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Seychelles,SYC,WF,Wildfire,GWIS seasonal API,0.42,July,Very Low,3,0,0.2990965217391304,0.3806391304347826,0.4195173913043479,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Equatorial Guinea,GNQ,WF,Wildfire,GWIS seasonal API,0.1,July,Very Low,3,0,0.0025826086956521736,0.019479565217391304,0.09509434782608696,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Liberia,LBR,WF,Wildfire,GWIS seasonal API,0.02,July,Very Low,3,0,0.013863043478260869,0.002940869565217391,0.01818695652173913,Sub-Saharan Africa,Western Africa,Western Africa
1,Americas,Drought/Wildfire,Cuba,CUB,DR,Drought,INFORM risk-score API,4.9,May,Medium,2,0,4.9,4.2,3.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Honduras,HND,DR,Drought,INFORM risk-score API,4.6,May,Medium,3,0,4.6,4.5,4.3,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Brazil,BRA,DR,Drought,INFORM risk-score API,4.5,May,Medium,3,0,4.5,4.5,4.5,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Bolivia,BOL,DR,Drought,INFORM risk-score API,4.1,May,Medium,3,0,4.1,4.1,4.1,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Nicaragua,NIC,DR,Drought,INFORM risk-score API,4.1,May,Medium,3,0,4.1,4.1,3.8,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Canada,CAN,DR,Drought,INFORM risk-score API,4.0,May,Medium,1,0,4.0,3.4,2.3,Northern America,,Northern America
1,Americas,Drought/Wildfire,Haiti,HTI,DR,Drought,INFORM risk-score API,3.9,May,Medium,2,0,3.9,3.7,3.4,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,United States,USA,DR,Drought,INFORM risk-score API,3.9,July,Medium,2,0,3.8,3.4,3.9,Northern America,,Northern America
1,Americas,Drought/Wildfire,Guatemala,GTM,DR,Drought,INFORM risk-score API,3.8,May,Medium,3,0,3.8,3.8,3.8,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Mexico,MEX,DR,Drought,INFORM risk-score API,3.8,June,Medium,3,0,3.6,3.8,3.7,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Peru,PER,DR,Drought,INFORM risk-score API,3.7,May,Medium,2,0,3.7,3.7,3.5,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,El Salvador,SLV,DR,Drought,INFORM risk-score API,3.6,May,Medium,1,0,3.6,3.3,3.2,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Guyana,GUY,DR,Drought,INFORM risk-score API,3.6,May,Medium,3,0,3.6,3.6,3.6,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Paraguay,PRY,DR,Drought,INFORM risk-score API,3.5,May,Low,3,0,3.5,3.5,3.5,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Ecuador,ECU,DR,Drought,INFORM risk-score API,2.5,May,Low,3,0,2.5,2.4,2.2,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Uruguay,URY,DR,Drought,INFORM risk-score API,2.5,May,Low,2,0,2.5,2.1,1.9,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Argentina,ARG,DR,Drought,INFORM risk-score API,2.2,May,Low,1,0,2.2,2.0,1.6,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Jamaica,JAM,DR,Drought,INFORM risk-score API,2.1,May,Low,1,0,2.1,1.8,1.4,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Colombia,COL,DR,Drought,INFORM risk-score API,1.9,May,Very Low,3,0,1.9,1.8,1.5,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Panama,PAN,DR,Drought,INFORM risk-score API,1.3,May,Very Low,3,0,1.3,1.2,1.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Venezuela,VEN,DR,Drought,INFORM risk-score API,1.3,May,Very Low,3,0,1.3,1.1,1.0,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Belize,BLZ,DR,Drought,INFORM risk-score API,1.0,June,Very Low,3,0,0.5,1.0,0.1,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Costa Rica,CRI,DR,Drought,INFORM risk-score API,1.0,May,Very Low,3,0,1.0,1.0,1.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Dominican Republic,DOM,DR,Drought,INFORM risk-score API,0.7,May,Very Low,3,0,0.7,0.5,0.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Barbados,BRB,DR,Drought,INFORM risk-score API,0.5,May,Very Low,3,0,0.5,0.5,0.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Grenada,GRD,DR,Drought,INFORM risk-score API,0.5,May,Very Low,3,0,0.5,0.5,0.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Saint Lucia,LCA,DR,Drought,INFORM risk-score API,0.5,May,Very Low,3,0,0.5,0.5,0.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Saint Vincent and the Grenadines,VCT,DR,Drought,INFORM risk-score API,0.5,May,Very Low,3,0,0.5,0.5,0.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Chile,CHL,DR,Drought,INFORM risk-score API,0.3,May,Very Low,3,0,0.3,0.3,0.3,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Trinidad and Tobago,TTO,DR,Drought,INFORM risk-score API,0.3,May,Very Low,3,0,0.3,0.3,0.3,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Antigua and Barbuda,ATG,DR,Drought,INFORM risk-score API,0.0,May,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Bahamas,BHS,DR,Drought,INFORM risk-score API,0.0,May,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Dominica,DMA,DR,Drought,INFORM risk-score API,0.0,May,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Saint Kitts and Nevis,KNA,DR,Drought,INFORM risk-score API,0.0,May,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Suriname,SUR,DR,Drought,INFORM risk-score API,0.0,May,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Suriname,SUR,FL,Flood,INFORM risk-score API,8.6,May,Very High,2,2,8.6,8.6,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,United States,USA,FL,Flood,INFORM risk-score API,6.4,May,High,1,1,6.4,3.5,3.8,Northern America,,Northern America
1,Americas,Floods/TC,Chile,CHL,FL,Flood,INFORM risk-score API,5.6,June,High,1,1,4.0,5.6,2.4,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Colombia,COL,FL,Flood,INFORM risk-score API,4.8,May,Medium,1,0,4.8,3.4,2.7,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Dominican Republic,DOM,FL,Flood,INFORM risk-score API,4.6,May,Medium,1,0,4.6,3.1,1.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Venezuela,VEN,FL,Flood,INFORM risk-score API,4.5,June,Medium,1,0,1.1,4.5,2.2,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Brazil,BRA,FL,Flood,INFORM risk-score API,4.3,June,Medium,1,0,3.2,4.3,2.2,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Haiti,HTI,FL,Flood,INFORM risk-score API,4.3,May,Medium,1,0,4.3,2.6,1.3,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Canada,CAN,FL,Flood,INFORM risk-score API,4.0,May,Medium,1,0,4.0,3.5,1.2,Northern America,,Northern America
1,Americas,Floods/TC,Uruguay,URY,FL,Flood,INFORM risk-score API,3.9,May,Medium,1,0,3.9,1.6,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Cuba,CUB,FL,Flood,INFORM risk-score API,3.6,June,Medium,1,0,1.8,3.6,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Paraguay,PRY,FL,Flood,INFORM risk-score API,3.6,July,Medium,1,0,1.2,1.2,3.6,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Jamaica,JAM,FL,Flood,INFORM risk-score API,3.1,May,Low,2,0,3.1,3.1,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Nicaragua,NIC,FL,Flood,INFORM risk-score API,2.9,May,Low,2,0,2.9,2.9,1.5,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Honduras,HND,FL,Flood,INFORM risk-score API,2.6,June,Low,1,0,0.6,2.6,0.6,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Ecuador,ECU,FL,Flood,INFORM risk-score API,2.5,May,Low,1,0,2.5,0.8,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Argentina,ARG,FL,Flood,INFORM risk-score API,2.4,May,Low,1,0,2.4,1.6,1.6,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Guyana,GUY,FL,Flood,INFORM risk-score API,2.4,May,Low,2,0,2.4,0.0,2.4,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Guatemala,GTM,FL,Flood,INFORM risk-score API,1.9,June,Very Low,3,0,0.6,1.9,1.3,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Mexico,MEX,FL,Flood,INFORM risk-score API,1.9,June,Very Low,3,0,1.4,1.9,1.9,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Peru,PER,FL,Flood,INFORM risk-score API,1.5,May,Very Low,3,0,1.5,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Costa Rica,CRI,FL,Flood,INFORM risk-score API,1.3,May,Very Low,3,0,1.3,0.7,1.3,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,El Salvador,SLV,FL,Flood,INFORM risk-score API,1.2,June,Very Low,3,0,0.6,1.2,0.6,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Panama,PAN,FL,Flood,INFORM risk-score API,1.1,May,Very Low,3,0,1.1,0.4,0.8,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Bolivia,BOL,FL,Flood,INFORM risk-score API,0.4,May,Very Low,3,0,0.4,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Antigua and Barbuda,ATG,FL,Flood,INFORM risk-score API,0.1,May,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Bahamas,BHS,FL,Flood,INFORM risk-score API,0.1,May,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Barbados,BRB,FL,Flood,INFORM risk-score API,0.1,May,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Dominica,DMA,FL,Flood,INFORM risk-score API,0.1,May,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Grenada,GRD,FL,Flood,INFORM risk-score API,0.1,May,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Saint Kitts and Nevis,KNA,FL,Flood,INFORM risk-score API,0.1,May,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Saint Lucia,LCA,FL,Flood,INFORM risk-score API,0.1,May,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Saint Vincent and the Grenadines,VCT,FL,Flood,INFORM risk-score API,0.1,May,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Belize,BLZ,FL,Flood,INFORM risk-score API,0.0,May,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Trinidad and Tobago,TTO,FL,Flood,INFORM risk-score API,0.0,May,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,United States,USA,TC,Tropical Cyclone,INFORM risk-score API,2.6,July,Low,1,0,0.5,0.8,2.6,Northern America,,Northern America
1,Americas,Floods/TC,Mexico,MEX,TC,Tropical Cyclone,INFORM risk-score API,2.3,July,Low,1,0,0.2,0.6,2.3,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,El Salvador,SLV,TC,Tropical Cyclone,INFORM risk-score API,2.2,July,Low,1,0,0.3,1.2,2.2,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Bahamas,BHS,TC,Tropical Cyclone,INFORM risk-score API,1.8,July,Very Low,3,0,0.0,0.1,1.8,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Antigua and Barbuda,ATG,TC,Tropical Cyclone,INFORM risk-score API,1.6,July,Very Low,3,0,0.0,0.1,1.6,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Cuba,CUB,TC,Tropical Cyclone,INFORM risk-score API,1.5,July,Very Low,3,0,0.0,0.1,1.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Jamaica,JAM,TC,Tropical Cyclone,INFORM risk-score API,1.5,July,Very Low,3,0,0.0,0.1,1.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Belize,BLZ,TC,Tropical Cyclone,INFORM risk-score API,1.4,July,Very Low,3,0,0.0,0.1,1.4,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Dominica,DMA,TC,Tropical Cyclone,INFORM risk-score API,1.4,July,Very Low,3,0,0.0,0.1,1.4,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Dominican Republic,DOM,TC,Tropical Cyclone,INFORM risk-score API,1.4,July,Very Low,3,0,0.0,0.1,1.4,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Haiti,HTI,TC,Tropical Cyclone,INFORM risk-score API,1.4,July,Very Low,3,0,0.0,0.1,1.4,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Guatemala,GTM,TC,Tropical Cyclone,INFORM risk-score API,1.3,July,Very Low,3,0,0.1,0.4,1.3,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Honduras,HND,TC,Tropical Cyclone,INFORM risk-score API,1.3,July,Very Low,3,0,0.1,0.4,1.3,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Nicaragua,NIC,TC,Tropical Cyclone,INFORM risk-score API,1.2,July,Very Low,3,0,0.1,0.4,1.2,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Saint Kitts and Nevis,KNA,TC,Tropical Cyclone,INFORM risk-score API,1.2,July,Very Low,3,0,0.0,0.1,1.2,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Saint Lucia,LCA,TC,Tropical Cyclone,INFORM risk-score API,1.0,July,Very Low,3,0,0.0,0.1,1.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Barbados,BRB,TC,Tropical Cyclone,INFORM risk-score API,0.9,July,Very Low,3,0,0.0,0.1,0.9,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Saint Vincent and the Grenadines,VCT,TC,Tropical Cyclone,INFORM risk-score API,0.9,July,Very Low,3,0,0.0,0.1,0.9,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Colombia,COL,TC,Tropical Cyclone,INFORM risk-score API,0.8,July,Very Low,3,0,0.0,0.0,0.8,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Canada,CAN,TC,Tropical Cyclone,INFORM risk-score API,0.7,July,Very Low,3,0,0.1,0.2,0.7,Northern America,,Northern America
1,Americas,Floods/TC,Trinidad and Tobago,TTO,TC,Tropical Cyclone,INFORM risk-score API,0.5,July,Very Low,3,0,0.0,0.0,0.5,Latin America and the Caribbean,Caribbean,Caribbean
