Region Code,Region,Group,Country,ISO3,Hazard,Hazard Label,Source,Peak Score,Peak Month,Risk Category,Months in Risk Category,High or Very High Months,March,April,May,UN Subregion,UN Intermediate Region,UN Regional Group
0,Africa,Floods/TC,Nigeria,NGA,TC,Tropical Cyclone,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Floods/TC,Rwanda,RWA,TC,Tropical Cyclone,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Floods/TC,Sao Tome and Principe,STP,TC,Tropical Cyclone,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Floods/TC,Senegal,SEN,TC,Tropical Cyclone,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Floods/TC,Seychelles,SYC,TC,Tropical Cyclone,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Floods/TC,Sierra Leone,SLE,TC,Tropical Cyclone,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Floods/TC,South Sudan,SSD,TC,Tropical Cyclone,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Floods/TC,Sudan,SDN,TC,Tropical Cyclone,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Northern Africa,,Northern Africa
0,Africa,Floods/TC,Togo,TGO,TC,Tropical Cyclone,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Floods/TC,Uganda,UGA,TC,Tropical Cyclone,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Floods/TC,Zambia,ZMB,TC,Tropical Cyclone,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Niger,NER,WF,Wildfire,GWIS seasonal API,85.91,March,Very High,3,3,85.90641956521739,73.0946547826087,51.19343739130436,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Mauritania,MRT,WF,Wildfire,GWIS seasonal API,81.59,March,Very High,3,3,81.59401304347826,77.47307826086957,69.74695,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Chad,TCD,WF,Wildfire,GWIS seasonal API,67.96,March,Very High,3,3,67.96176260869565,57.824509130434784,36.295635652173914,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Sudan,SDN,WF,Wildfire,GWIS seasonal API,66.93,March,Very High,3,3,66.92751391304348,60.82505739130435,42.23832217391304,Northern Africa,,Northern Africa
0,Africa,Drought/Wildfire,Mali,MLI,WF,Wildfire,GWIS seasonal API,64.38,March,Very High,3,3,64.38018608695653,55.57284086956522,39.99075434782609,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Burkina Faso,BFA,WF,Wildfire,GWIS seasonal API,51.48,March,Very High,3,3,51.476102173913034,35.25683652173913,21.10259565217391,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Senegal,SEN,WF,Wildfire,GWIS seasonal API,50.59,March,Very High,3,3,50.59132608695652,45.768124782608695,38.55971869565217,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,South Sudan,SSD,WF,Wildfire,GWIS seasonal API,37.41,March,Very High,2,2,37.40965652173913,20.292578695652175,7.404848695652174,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Nigeria,NGA,WF,Wildfire,GWIS seasonal API,35.37,March,Very High,2,3,35.36879652173913,24.77946521739131,12.05759347826087,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Namibia,NAM,WF,Wildfire,GWIS seasonal API,31.4,May,Very High,2,3,13.661276086956523,17.350425217391304,31.39673043478261,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,Djibouti,DJI,WF,Wildfire,GWIS seasonal API,28.77,April,Very High,3,3,28.130208695652172,28.765558260869565,23.030448260869562,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Eritrea,ERI,WF,Wildfire,GWIS seasonal API,28.56,May,Very High,3,3,26.198410869565215,28.347669130434785,28.564325217391303,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Benin,BEN,WF,Wildfire,GWIS seasonal API,28.08,March,Very High,1,2,28.075551304347822,16.126698695652173,6.612217391304348,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Somalia,SOM,WF,Wildfire,GWIS seasonal API,27.88,March,Very High,1,3,27.878400869565215,13.04249,13.394970434782609,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Guinea-Bissau,GNB,WF,Wildfire,GWIS seasonal API,22.65,March,Very High,2,3,22.64999652173913,18.721898260869565,14.764156956521738,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Guinea,GIN,WF,Wildfire,GWIS seasonal API,21.55,March,Very High,1,2,21.554145217391305,14.449994347826088,5.674888695652173,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Ethiopia,ETH,WF,Wildfire,GWIS seasonal API,20.95,March,Very High,1,2,20.947923043478262,11.254337826086958,7.9039786956521745,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Botswana,BWA,WF,Wildfire,GWIS seasonal API,20.43,May,Very High,1,3,10.602804782608695,12.43590608695652,20.433921739130437,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,Central African Republic,CAF,WF,Wildfire,GWIS seasonal API,19.41,March,Very High,1,1,19.410632173913044,8.072602173913044,2.119711304347826,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,"Gambia, Republic of The",GMB,WF,Wildfire,GWIS seasonal API,15.86,March,High,2,2,15.863570869565217,11.191976956521739,8.821813043478262,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Togo,TGO,WF,Wildfire,GWIS seasonal API,14.07,March,High,1,1,14.069361739130436,7.009705652173913,3.040764347826087,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Cabo Verde,CPV,WF,Wildfire,GWIS seasonal API,13.46,March,High,3,3,13.458066086956523,12.856981304347824,12.462309130434782,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Cameroon,CMR,WF,Wildfire,GWIS seasonal API,12.97,March,High,1,1,12.965753913043477,5.702227826086957,1.8925699999999999,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,South Africa,ZAF,WF,Wildfire,GWIS seasonal API,12.36,May,High,3,3,12.25218043478261,10.039887391304347,12.364334347826086,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,Angola,AGO,WF,Wildfire,GWIS seasonal API,11.74,May,High,1,1,0.9450534782608695,2.439751739130435,11.738365217391303,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Ghana,GHA,WF,Wildfire,GWIS seasonal API,11.56,March,High,1,1,11.55967739130435,6.192887391304348,2.862767391304348,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Zimbabwe,ZWE,WF,Wildfire,GWIS seasonal API,10.07,May,High,1,1,3.0685260869565223,5.20151,10.065860869565217,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Uganda,UGA,WF,Wildfire,GWIS seasonal API,9.13,March,High,1,1,9.129803913043478,2.52073,0.9029965217391305,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Zambia,ZMB,WF,Wildfire,GWIS seasonal API,9.04,May,High,1,1,0.4682165217391304,2.5591956521739125,9.035359130434783,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Sierra Leone,SLE,WF,Wildfire,GWIS seasonal API,8.25,March,Medium,1,0,8.251912173913043,4.159020869565218,0.7454934782608695,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Mozambique,MOZ,WF,Wildfire,GWIS seasonal API,6.01,May,Medium,1,0,1.6553573913043478,2.91576,6.0057208695652164,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Côte d'Ivoire,CIV,WF,Wildfire,GWIS seasonal API,5.72,March,Medium,1,0,5.7209960869565215,2.2881013043478258,0.8158786956521739,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Madagascar,MDG,WF,Wildfire,GWIS seasonal API,5.5,May,Medium,1,0,0.8239239130434782,2.3653573913043475,5.4996478260869575,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Malawi,MWI,WF,Wildfire,GWIS seasonal API,4.84,May,Low,1,0,0.2682152173913044,1.574551739130435,4.838865217391304,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Mauritius,MUS,WF,Wildfire,GWIS seasonal API,4.34,May,Low,2,0,1.4690308695652172,2.425809565217391,4.343620434782609,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,"Tanzania, United Republic of",TZA,WF,Wildfire,GWIS seasonal API,4.34,May,Low,1,0,1.4610317391304348,1.1651260869565219,4.337859565217392,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,"Eswatini, Kingdom of",SWZ,WF,Wildfire,GWIS seasonal API,4.2,May,Low,1,0,1.600251739130435,1.937066956521739,4.201755217391304,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,Lesotho,LSO,WF,Wildfire,GWIS seasonal API,2.71,May,Low,1,0,1.4804482608695653,1.4479160869565217,2.711008695652174,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,Democratic Republic of Congo,COD,WF,Wildfire,GWIS seasonal API,2.25,May,Low,1,0,0.7755382608695652,0.35426826086956525,2.2515447826086956,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Rwanda,RWA,WF,Wildfire,GWIS seasonal API,1.36,May,Very Low,3,0,1.0043530434782608,0.49341,1.3608247826086957,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Burundi,BDI,WF,Wildfire,GWIS seasonal API,1.15,May,Very Low,3,0,0.5635921739130435,0.3342552173913043,1.149273043478261,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Comoros,COM,WF,Wildfire,GWIS seasonal API,0.74,May,Very Low,3,0,0.043273043478260866,0.12492826086956522,0.7409521739130434,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Liberia,LBR,WF,Wildfire,GWIS seasonal API,0.66,March,Very Low,3,0,0.6631282608695652,0.10421304347826087,0.013863043478260869,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Congo,COG,WF,Wildfire,GWIS seasonal API,0.33,March,Very Low,3,0,0.3307504347826087,0.10239434782608696,0.1401195652173913,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Seychelles,SYC,WF,Wildfire,GWIS seasonal API,0.3,May,Very Low,3,0,0.2519891304347826,0.16757130434782608,0.2990965217391304,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Sao Tome and Principe,STP,WF,Wildfire,GWIS seasonal API,0.18,May,Very Low,3,0,0.03995347826086956,0.05419391304347826,0.17802434782608698,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Gabon,GAB,WF,Wildfire,GWIS seasonal API,0.04,May,Very Low,3,0,0.03814782608695652,0.014885217391304347,0.040467826086956524,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Equatorial Guinea,GNQ,WF,Wildfire,GWIS seasonal API,0.01,March,Very Low,3,0,0.012383913043478259,0.004077391304347826,0.0025826086956521736,Sub-Saharan Africa,Middle Africa,Middle Africa
1,Americas,Drought/Wildfire,Cuba,CUB,DR,Drought,INFORM risk-score API,4.9,May,Medium,2,0,2.9,4.1,4.9,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Canada,CAN,DR,Drought,INFORM risk-score API,4.7,April,Medium,2,0,2.2,4.7,4.0,Northern America,,Northern America
1,Americas,Drought/Wildfire,Honduras,HND,DR,Drought,INFORM risk-score API,4.6,May,Medium,3,0,4.1,4.3,4.6,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Brazil,BRA,DR,Drought,INFORM risk-score API,4.5,March,Medium,3,0,4.5,4.5,4.5,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,United States,USA,DR,Drought,INFORM risk-score API,4.3,March,Medium,3,0,4.3,4.2,3.8,Northern America,,Northern America
1,Americas,Drought/Wildfire,Peru,PER,DR,Drought,INFORM risk-score API,4.2,March,Medium,3,0,4.2,4.0,3.7,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Bolivia,BOL,DR,Drought,INFORM risk-score API,4.1,March,Medium,3,0,4.1,4.1,4.1,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Nicaragua,NIC,DR,Drought,INFORM risk-score API,4.1,May,Medium,1,0,3.1,3.2,4.1,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Haiti,HTI,DR,Drought,INFORM risk-score API,3.9,May,Medium,2,0,3.5,3.8,3.9,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Guatemala,GTM,DR,Drought,INFORM risk-score API,3.8,March,Medium,3,0,3.8,3.8,3.8,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,El Salvador,SLV,DR,Drought,INFORM risk-score API,3.7,April,Medium,2,0,3.2,3.7,3.6,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Guyana,GUY,DR,Drought,INFORM risk-score API,3.6,May,Medium,1,0,3.2,3.1,3.6,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Mexico,MEX,DR,Drought,INFORM risk-score API,3.6,May,Medium,1,0,3.4,3.4,3.6,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Paraguay,PRY,DR,Drought,INFORM risk-score API,3.5,March,Low,3,0,3.5,3.5,3.5,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Ecuador,ECU,DR,Drought,INFORM risk-score API,2.8,March,Low,3,0,2.8,2.7,2.5,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Argentina,ARG,DR,Drought,INFORM risk-score API,2.5,March,Low,3,0,2.5,2.3,2.2,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Uruguay,URY,DR,Drought,INFORM risk-score API,2.5,April,Low,3,0,2.4,2.5,2.5,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Jamaica,JAM,DR,Drought,INFORM risk-score API,2.4,April,Low,2,0,1.9,2.4,2.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Colombia,COL,DR,Drought,INFORM risk-score API,1.9,April,Very Low,3,0,1.7,1.9,1.9,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Panama,PAN,DR,Drought,INFORM risk-score API,1.3,May,Very Low,3,0,0.8,1.0,1.3,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Venezuela,VEN,DR,Drought,INFORM risk-score API,1.3,May,Very Low,3,0,0.4,0.8,1.3,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Costa Rica,CRI,DR,Drought,INFORM risk-score API,1.0,March,Very Low,3,0,1.0,1.0,1.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Dominican Republic,DOM,DR,Drought,INFORM risk-score API,1.0,April,Very Low,3,0,0.0,1.0,0.7,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Barbados,BRB,DR,Drought,INFORM risk-score API,0.5,March,Very Low,3,0,0.5,0.5,0.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Belize,BLZ,DR,Drought,INFORM risk-score API,0.5,May,Very Low,3,0,0.0,0.0,0.5,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Grenada,GRD,DR,Drought,INFORM risk-score API,0.5,March,Very Low,3,0,0.5,0.5,0.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Saint Lucia,LCA,DR,Drought,INFORM risk-score API,0.5,March,Very Low,3,0,0.5,0.5,0.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Saint Vincent and the Grenadines,VCT,DR,Drought,INFORM risk-score API,0.5,March,Very Low,3,0,0.5,0.5,0.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Chile,CHL,DR,Drought,INFORM risk-score API,0.3,March,Very Low,3,0,0.3,0.3,0.3,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Trinidad and Tobago,TTO,DR,Drought,INFORM risk-score API,0.3,March,Very Low,3,0,0.3,0.3,0.3,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Antigua and Barbuda,ATG,DR,Drought,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Bahamas,BHS,DR,Drought,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Dominica,DMA,DR,Drought,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Saint Kitts and Nevis,KNA,DR,Drought,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Suriname,SUR,DR,Drought,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Suriname,SUR,FL,Flood,INFORM risk-score API,8.6,May,Very High,1,1,0.0,0.0,8.6,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Colombia,COL,FL,Flood,INFORM risk-score API,6.8,April,Very High,1,2,5.4,6.8,4.8,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Ecuador,ECU,FL,Flood,INFORM risk-score API,6.7,March,Very High,1,1,6.7,2.5,2.5,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Argentina,ARG,FL,Flood,INFORM risk-score API,6.5,March,High,2,2,6.5,6.5,2.4,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,United States,USA,FL,Flood,INFORM risk-score API,6.4,May,High,1,1,3.5,4.2,6.4,Northern America,,Northern America
1,Americas,Floods/TC,Canada,CAN,FL,Flood,INFORM risk-score API,5.2,April,High,1,1,1.7,5.2,4.0,Northern America,,Northern America
1,Americas,Floods/TC,Brazil,BRA,FL,Flood,INFORM risk-score API,4.9,March,Medium,2,0,4.9,4.3,3.2,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Paraguay,PRY,FL,Flood,INFORM risk-score API,4.8,March,Medium,1,0,4.8,2.4,1.2,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Dominican Republic,DOM,FL,Flood,INFORM risk-score API,4.6,May,Medium,1,0,0.8,1.5,4.6,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Peru,PER,FL,Flood,INFORM risk-score API,4.4,March,Medium,1,0,4.4,1.0,1.5,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Haiti,HTI,FL,Flood,INFORM risk-score API,4.3,May,Medium,1,0,1.3,1.3,4.3,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Chile,CHL,FL,Flood,INFORM risk-score API,4.0,May,Medium,1,0,2.4,1.6,4.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Uruguay,URY,FL,Flood,INFORM risk-score API,3.9,May,Medium,1,0,0.8,2.3,3.9,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Cuba,CUB,FL,Flood,INFORM risk-score API,3.6,April,Medium,1,0,0.0,3.6,1.8,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Jamaica,JAM,FL,Flood,INFORM risk-score API,3.1,May,Low,1,0,0.0,0.0,3.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Nicaragua,NIC,FL,Flood,INFORM risk-score API,2.9,May,Low,1,0,0.0,0.0,2.9,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Guyana,GUY,FL,Flood,INFORM risk-score API,2.4,May,Low,1,0,0.0,0.0,2.4,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Mexico,MEX,FL,Flood,INFORM risk-score API,1.4,May,Very Low,3,0,0.5,0.5,1.4,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Costa Rica,CRI,FL,Flood,INFORM risk-score API,1.3,May,Very Low,3,0,0.0,0.0,1.3,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Bolivia,BOL,FL,Flood,INFORM risk-score API,1.2,March,Very Low,3,0,1.2,1.2,0.4,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Panama,PAN,FL,Flood,INFORM risk-score API,1.1,May,Very Low,3,0,0.0,0.0,1.1,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Venezuela,VEN,FL,Flood,INFORM risk-score API,1.1,April,Very Low,3,0,0.0,1.1,1.1,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,El Salvador,SLV,FL,Flood,INFORM risk-score API,0.6,May,Very Low,3,0,0.0,0.0,0.6,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Guatemala,GTM,FL,Flood,INFORM risk-score API,0.6,May,Very Low,3,0,0.0,0.0,0.6,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Honduras,HND,FL,Flood,INFORM risk-score API,0.6,May,Very Low,3,0,0.0,0.0,0.6,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Antigua and Barbuda,ATG,FL,Flood,INFORM risk-score API,0.1,March,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Bahamas,BHS,FL,Flood,INFORM risk-score API,0.1,March,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Barbados,BRB,FL,Flood,INFORM risk-score API,0.1,March,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Dominica,DMA,FL,Flood,INFORM risk-score API,0.1,March,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Grenada,GRD,FL,Flood,INFORM risk-score API,0.1,March,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Saint Kitts and Nevis,KNA,FL,Flood,INFORM risk-score API,0.1,March,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Saint Lucia,LCA,FL,Flood,INFORM risk-score API,0.1,March,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Saint Vincent and the Grenadines,VCT,FL,Flood,INFORM risk-score API,0.1,March,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Belize,BLZ,FL,Flood,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Trinidad and Tobago,TTO,FL,Flood,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,United States,USA,TC,Tropical Cyclone,INFORM risk-score API,0.5,May,Very Low,3,0,0.1,0.2,0.5,Northern America,,Northern America
1,Americas,Floods/TC,El Salvador,SLV,TC,Tropical Cyclone,INFORM risk-score API,0.3,May,Very Low,3,0,0.0,0.0,0.3,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Mexico,MEX,TC,Tropical Cyclone,INFORM risk-score API,0.2,May,Very Low,3,0,0.0,0.0,0.2,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Canada,CAN,TC,Tropical Cyclone,INFORM risk-score API,0.1,May,Very Low,3,0,0.0,0.0,0.1,Northern America,,Northern America
1,Americas,Floods/TC,Guatemala,GTM,TC,Tropical Cyclone,INFORM risk-score API,0.1,May,Very Low,3,0,0.0,0.0,0.1,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Honduras,HND,TC,Tropical Cyclone,INFORM risk-score API,0.1,May,Very Low,3,0,0.0,0.0,0.1,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Nicaragua,NIC,TC,Tropical Cyclone,INFORM risk-score API,0.1,May,Very Low,3,0,0.0,0.0,0.1,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Antigua and Barbuda,ATG,TC,Tropical Cyclone,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Argentina,ARG,TC,Tropical Cyclone,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Bahamas,BHS,TC,Tropical Cyclone,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Barbados,BRB,TC,Tropical Cyclone,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Belize,BLZ,TC,Tropical Cyclone,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Bolivia,BOL,TC,Tropical Cyclone,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Brazil,BRA,TC,Tropical Cyclone,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Chile,CHL,TC,Tropical Cyclone,INFORM risk-score API,0.0,March,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
