Region Code,Region,Group,Country,ISO3,Hazard,Hazard Label,Source,Peak Score,Peak Month,Risk Category,Months in Risk Category,High or Very High Months,February,March,April,UN Subregion,UN Intermediate Region,UN Regional Group
0,Africa,Floods/TC,Togo,TGO,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Floods/TC,Uganda,UGA,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Floods/TC,Zambia,ZMB,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Niger,NER,WF,Wildfire,GWIS seasonal API,85.91,March,Very High,3,3,77.12972956521739,85.90641956521739,73.0946547826087,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Mauritania,MRT,WF,Wildfire,GWIS seasonal API,81.59,March,Very High,3,3,77.47697695652174,81.59401304347826,77.47307826086957,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Chad,TCD,WF,Wildfire,GWIS seasonal API,67.96,March,Very High,3,3,62.8488552173913,67.96176260869565,57.824509130434784,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Sudan,SDN,WF,Wildfire,GWIS seasonal API,66.93,March,Very High,3,3,59.40302956521739,66.92751391304348,60.82505739130435,Northern Africa,,Northern Africa
0,Africa,Drought/Wildfire,Mali,MLI,WF,Wildfire,GWIS seasonal API,64.38,March,Very High,3,3,62.41987,64.38018608695653,55.57284086956522,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Burkina Faso,BFA,WF,Wildfire,GWIS seasonal API,58.43,February,Very High,3,3,58.42561,51.476102173913034,35.25683652173913,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Senegal,SEN,WF,Wildfire,GWIS seasonal API,53.01,February,Very High,3,3,53.00783173913043,50.59132608695652,45.768124782608695,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,South Sudan,SSD,WF,Wildfire,GWIS seasonal API,48.06,February,Very High,3,3,48.05742434782609,37.40965652173913,20.292578695652175,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Benin,BEN,WF,Wildfire,GWIS seasonal API,36.99,February,Very High,2,3,36.987753913043484,28.075551304347822,16.126698695652173,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Nigeria,NGA,WF,Wildfire,GWIS seasonal API,36.99,February,Very High,3,3,36.98940130434782,35.36879652173913,24.77946521739131,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Central African Republic,CAF,WF,Wildfire,GWIS seasonal API,33.26,February,Very High,2,2,33.25964,19.410632173913044,8.072602173913044,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Somalia,SOM,WF,Wildfire,GWIS seasonal API,32.5,February,Very High,2,3,32.49955826086956,27.878400869565215,13.04249,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Djibouti,DJI,WF,Wildfire,GWIS seasonal API,28.77,April,Very High,3,3,19.332263043478264,28.130208695652172,28.765558260869565,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Eritrea,ERI,WF,Wildfire,GWIS seasonal API,28.35,April,Very High,3,3,20.05190304347826,26.198410869565215,28.347669130434785,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Guinea,GIN,WF,Wildfire,GWIS seasonal API,26.95,February,Very High,2,3,26.95161304347826,21.554145217391305,14.449994347826088,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Guinea-Bissau,GNB,WF,Wildfire,GWIS seasonal API,26.89,February,Very High,3,3,26.892695652173916,22.64999652173913,18.721898260869565,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Togo,TGO,WF,Wildfire,GWIS seasonal API,24.53,February,Very High,1,2,24.530928260869565,14.069361739130436,7.009705652173913,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Ethiopia,ETH,WF,Wildfire,GWIS seasonal API,23.58,February,Very High,2,3,23.58082086956522,20.947923043478262,11.254337826086958,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Ghana,GHA,WF,Wildfire,GWIS seasonal API,20.93,February,Very High,1,2,20.931078260869562,11.55967739130435,6.192887391304348,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,"Gambia, Republic of The",GMB,WF,Wildfire,GWIS seasonal API,19.85,February,Very High,1,3,19.852805217391307,15.863570869565217,11.191976956521739,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Cameroon,CMR,WF,Wildfire,GWIS seasonal API,18.04,February,Very High,1,2,18.043945217391304,12.965753913043477,5.702227826086957,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Namibia,NAM,WF,Wildfire,GWIS seasonal API,17.35,April,Very High,1,3,12.392558695652173,13.661276086956523,17.350425217391304,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,Uganda,UGA,WF,Wildfire,GWIS seasonal API,15.26,February,High,2,2,15.256021739130436,9.129803913043478,2.52073,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Cabo Verde,CPV,WF,Wildfire,GWIS seasonal API,14.26,February,High,3,3,14.263613478260869,13.458066086956523,12.856981304347824,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Côte d'Ivoire,CIV,WF,Wildfire,GWIS seasonal API,13.27,February,High,1,1,13.274863478260867,5.7209960869565215,2.2881013043478258,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Botswana,BWA,WF,Wildfire,GWIS seasonal API,12.44,April,High,3,3,9.256334347826087,10.602804782608695,12.43590608695652,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,South Africa,ZAF,WF,Wildfire,GWIS seasonal API,12.27,February,High,3,3,12.26920652173913,12.25218043478261,10.039887391304347,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,Sierra Leone,SLE,WF,Wildfire,GWIS seasonal API,11.65,February,High,1,1,11.654023043478261,8.251912173913043,4.159020869565218,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Zimbabwe,ZWE,WF,Wildfire,GWIS seasonal API,5.2,April,Medium,1,0,2.2613421739130435,3.0685260869565223,5.20151,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Mozambique,MOZ,WF,Wildfire,GWIS seasonal API,2.92,April,Low,1,0,1.2921747826086956,1.6553573913043478,2.91576,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Democratic Republic of Congo,COD,WF,Wildfire,GWIS seasonal API,2.56,February,Low,1,0,2.564771304347826,0.7755382608695652,0.35426826086956525,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Zambia,ZMB,WF,Wildfire,GWIS seasonal API,2.56,April,Low,1,0,0.1457908695652174,0.4682165217391304,2.5591956521739125,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Liberia,LBR,WF,Wildfire,GWIS seasonal API,2.52,February,Low,1,0,2.517533913043478,0.6631282608695652,0.10421304347826087,Sub-Saharan Africa,Western Africa,Western Africa
0,Africa,Drought/Wildfire,Angola,AGO,WF,Wildfire,GWIS seasonal API,2.44,April,Low,1,0,1.399,0.9450534782608695,2.439751739130435,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Mauritius,MUS,WF,Wildfire,GWIS seasonal API,2.43,April,Low,1,0,1.1088191304347825,1.4690308695652172,2.425809565217391,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Madagascar,MDG,WF,Wildfire,GWIS seasonal API,2.37,April,Low,1,0,0.769198695652174,0.8239239130434782,2.3653573913043475,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,"Tanzania, United Republic of",TZA,WF,Wildfire,GWIS seasonal API,1.95,February,Very Low,3,0,1.9513978260869567,1.4610317391304348,1.1651260869565219,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,"Eswatini, Kingdom of",SWZ,WF,Wildfire,GWIS seasonal API,1.94,April,Very Low,3,0,1.2363534782608696,1.600251739130435,1.937066956521739,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,Rwanda,RWA,WF,Wildfire,GWIS seasonal API,1.64,February,Very Low,3,0,1.6420491304347826,1.0043530434782608,0.49341,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Malawi,MWI,WF,Wildfire,GWIS seasonal API,1.57,April,Very Low,3,0,0.14320739130434781,0.2682152173913044,1.574551739130435,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Congo,COG,WF,Wildfire,GWIS seasonal API,1.5,February,Very Low,3,0,1.5032069565217392,0.3307504347826087,0.10239434782608696,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Lesotho,LSO,WF,Wildfire,GWIS seasonal API,1.48,March,Very Low,3,0,1.0859965217391303,1.4804482608695653,1.4479160869565217,Sub-Saharan Africa,Southern Africa,Southern Africa
0,Africa,Drought/Wildfire,Burundi,BDI,WF,Wildfire,GWIS seasonal API,0.7,February,Very Low,3,0,0.7025986956521738,0.5635921739130435,0.3342552173913043,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Seychelles,SYC,WF,Wildfire,GWIS seasonal API,0.37,February,Very Low,3,0,0.3681365217391305,0.2519891304347826,0.16757130434782608,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Gabon,GAB,WF,Wildfire,GWIS seasonal API,0.19,February,Very Low,3,0,0.19166130434782608,0.03814782608695652,0.014885217391304347,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Comoros,COM,WF,Wildfire,GWIS seasonal API,0.12,April,Very Low,3,0,0.10361826086956523,0.043273043478260866,0.12492826086956522,Sub-Saharan Africa,Eastern Africa,Eastern Africa
0,Africa,Drought/Wildfire,Equatorial Guinea,GNQ,WF,Wildfire,GWIS seasonal API,0.07,February,Very Low,3,0,0.07177695652173913,0.012383913043478259,0.004077391304347826,Sub-Saharan Africa,Middle Africa,Middle Africa
0,Africa,Drought/Wildfire,Sao Tome and Principe,STP,WF,Wildfire,GWIS seasonal API,0.05,April,Very Low,3,0,0.030971304347826085,0.03995347826086956,0.05419391304347826,Sub-Saharan Africa,Middle Africa,Middle Africa
1,Americas,Drought/Wildfire,Canada,CAN,DR,Drought,INFORM risk-score API,4.7,April,Medium,1,0,1.2,2.2,4.7,Northern America,,Northern America
1,Americas,Drought/Wildfire,Brazil,BRA,DR,Drought,INFORM risk-score API,4.5,February,Medium,3,0,4.5,4.5,4.5,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,United States,USA,DR,Drought,INFORM risk-score API,4.5,February,Medium,3,0,4.5,4.3,4.2,Northern America,,Northern America
1,Americas,Drought/Wildfire,Honduras,HND,DR,Drought,INFORM risk-score API,4.3,April,Medium,3,0,4.1,4.1,4.3,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Guyana,GUY,DR,Drought,INFORM risk-score API,4.2,February,Medium,1,0,4.2,3.2,3.1,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Peru,PER,DR,Drought,INFORM risk-score API,4.2,March,Medium,3,0,4.1,4.2,4.0,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Bolivia,BOL,DR,Drought,INFORM risk-score API,4.1,February,Medium,3,0,4.1,4.1,4.1,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Cuba,CUB,DR,Drought,INFORM risk-score API,4.1,April,Medium,1,0,3.2,2.9,4.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Guatemala,GTM,DR,Drought,INFORM risk-score API,3.8,February,Medium,3,0,3.8,3.8,3.8,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Haiti,HTI,DR,Drought,INFORM risk-score API,3.8,April,Medium,1,0,3.4,3.5,3.8,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,El Salvador,SLV,DR,Drought,INFORM risk-score API,3.7,April,Medium,1,0,3.2,3.2,3.7,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Paraguay,PRY,DR,Drought,INFORM risk-score API,3.5,February,Low,3,0,3.5,3.5,3.5,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Mexico,MEX,DR,Drought,INFORM risk-score API,3.4,February,Low,3,0,3.4,3.4,3.4,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Nicaragua,NIC,DR,Drought,INFORM risk-score API,3.2,April,Low,3,0,3.1,3.1,3.2,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Ecuador,ECU,DR,Drought,INFORM risk-score API,2.8,March,Low,3,0,2.5,2.8,2.7,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Argentina,ARG,DR,Drought,INFORM risk-score API,2.6,February,Low,3,0,2.6,2.5,2.3,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Uruguay,URY,DR,Drought,INFORM risk-score API,2.5,April,Low,2,0,1.6,2.4,2.5,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Jamaica,JAM,DR,Drought,INFORM risk-score API,2.4,April,Low,1,0,1.4,1.9,2.4,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Colombia,COL,DR,Drought,INFORM risk-score API,1.9,April,Very Low,3,0,1.7,1.7,1.9,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Costa Rica,CRI,DR,Drought,INFORM risk-score API,1.0,February,Very Low,3,0,1.0,1.0,1.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Dominican Republic,DOM,DR,Drought,INFORM risk-score API,1.0,April,Very Low,3,0,0.0,0.0,1.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Panama,PAN,DR,Drought,INFORM risk-score API,1.0,April,Very Low,3,0,0.8,0.8,1.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Venezuela,VEN,DR,Drought,INFORM risk-score API,0.8,April,Very Low,3,0,0.5,0.4,0.8,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Barbados,BRB,DR,Drought,INFORM risk-score API,0.5,February,Very Low,3,0,0.5,0.5,0.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Grenada,GRD,DR,Drought,INFORM risk-score API,0.5,February,Very Low,3,0,0.5,0.5,0.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Saint Lucia,LCA,DR,Drought,INFORM risk-score API,0.5,February,Very Low,3,0,0.5,0.5,0.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Saint Vincent and the Grenadines,VCT,DR,Drought,INFORM risk-score API,0.5,February,Very Low,3,0,0.5,0.5,0.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Chile,CHL,DR,Drought,INFORM risk-score API,0.3,February,Very Low,3,0,0.3,0.3,0.3,Latin America and the Caribbean,South America,South America
1,Americas,Drought/Wildfire,Trinidad and Tobago,TTO,DR,Drought,INFORM risk-score API,0.3,February,Very Low,3,0,0.3,0.3,0.3,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Antigua and Barbuda,ATG,DR,Drought,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Bahamas,BHS,DR,Drought,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Belize,BLZ,DR,Drought,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Drought/Wildfire,Dominica,DMA,DR,Drought,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Saint Kitts and Nevis,KNA,DR,Drought,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Drought/Wildfire,Suriname,SUR,DR,Drought,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Colombia,COL,FL,Flood,INFORM risk-score API,6.8,April,Very High,1,2,4.1,5.4,6.8,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Ecuador,ECU,FL,Flood,INFORM risk-score API,6.7,March,Very High,1,1,3.4,6.7,2.5,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Argentina,ARG,FL,Flood,INFORM risk-score API,6.5,March,High,2,2,1.6,6.5,6.5,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Peru,PER,FL,Flood,INFORM risk-score API,6.4,February,High,1,1,6.4,4.4,1.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Bolivia,BOL,FL,Flood,INFORM risk-score API,5.5,February,High,1,1,5.5,1.2,1.2,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Canada,CAN,FL,Flood,INFORM risk-score API,5.2,April,High,1,1,0.6,1.7,5.2,Northern America,,Northern America
1,Americas,Floods/TC,Brazil,BRA,FL,Flood,INFORM risk-score API,4.9,March,Medium,3,0,4.3,4.9,4.3,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Guyana,GUY,FL,Flood,INFORM risk-score API,4.8,February,Medium,1,0,4.8,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Paraguay,PRY,FL,Flood,INFORM risk-score API,4.8,March,Medium,1,0,1.2,4.8,2.4,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,United States,USA,FL,Flood,INFORM risk-score API,4.2,April,Medium,1,0,1.9,3.5,4.2,Northern America,,Northern America
1,Americas,Floods/TC,Cuba,CUB,FL,Flood,INFORM risk-score API,3.6,April,Medium,1,0,0.0,0.0,3.6,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Chile,CHL,FL,Flood,INFORM risk-score API,2.4,February,Low,2,0,2.4,2.4,1.6,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Dominican Republic,DOM,FL,Flood,INFORM risk-score API,2.3,February,Low,1,0,2.3,0.8,1.5,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Uruguay,URY,FL,Flood,INFORM risk-score API,2.3,April,Low,1,0,0.0,0.8,2.3,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Haiti,HTI,FL,Flood,INFORM risk-score API,1.3,February,Very Low,3,0,1.3,1.3,1.3,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Venezuela,VEN,FL,Flood,INFORM risk-score API,1.1,February,Very Low,3,0,1.1,0.0,1.1,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Mexico,MEX,FL,Flood,INFORM risk-score API,1.0,February,Very Low,3,0,1.0,0.5,0.5,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Guatemala,GTM,FL,Flood,INFORM risk-score API,0.6,February,Very Low,3,0,0.6,0.0,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Antigua and Barbuda,ATG,FL,Flood,INFORM risk-score API,0.1,February,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Bahamas,BHS,FL,Flood,INFORM risk-score API,0.1,February,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Barbados,BRB,FL,Flood,INFORM risk-score API,0.1,February,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Dominica,DMA,FL,Flood,INFORM risk-score API,0.1,February,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Grenada,GRD,FL,Flood,INFORM risk-score API,0.1,February,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Saint Kitts and Nevis,KNA,FL,Flood,INFORM risk-score API,0.1,February,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Saint Lucia,LCA,FL,Flood,INFORM risk-score API,0.1,February,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Saint Vincent and the Grenadines,VCT,FL,Flood,INFORM risk-score API,0.1,February,Very Low,3,0,0.1,0.1,0.1,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Belize,BLZ,FL,Flood,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Costa Rica,CRI,FL,Flood,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,El Salvador,SLV,FL,Flood,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Honduras,HND,FL,Flood,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Jamaica,JAM,FL,Flood,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Nicaragua,NIC,FL,Flood,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Panama,PAN,FL,Flood,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Suriname,SUR,FL,Flood,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Trinidad and Tobago,TTO,FL,Flood,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,United States,USA,TC,Tropical Cyclone,INFORM risk-score API,0.2,April,Very Low,3,0,0.1,0.1,0.2,Northern America,,Northern America
1,Americas,Floods/TC,Antigua and Barbuda,ATG,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Argentina,ARG,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Bahamas,BHS,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Barbados,BRB,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Belize,BLZ,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Bolivia,BOL,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Brazil,BRA,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Canada,CAN,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Northern America,,Northern America
1,Americas,Floods/TC,Chile,CHL,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Colombia,COL,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Costa Rica,CRI,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Cuba,CUB,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Dominica,DMA,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Dominican Republic,DOM,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Ecuador,ECU,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,El Salvador,SLV,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Grenada,GRD,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Guatemala,GTM,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Guyana,GUY,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,South America,South America
1,Americas,Floods/TC,Haiti,HTI,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
1,Americas,Floods/TC,Honduras,HND,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Central America,Central America
1,Americas,Floods/TC,Jamaica,JAM,TC,Tropical Cyclone,INFORM risk-score API,0.0,February,Very Low,3,0,0.0,0.0,0.0,Latin America and the Caribbean,Caribbean,Caribbean
